Animal ID,Name,Species,Primary Breed,Secondary Breed,Primary Color,Secondary Color,Age Group At Outcome,Previous Intake Type,Source Shelter,Outcome Subtype,Episode Index,Previous Intake Date,Outcome Date,LOS (days),Adoption Channel (derived)
LDDC-A-186609,Mr. Joey,Cat,Domestic Shorthair,—,Orange,—,Kitten,Transfer In,"PPCA-A-60307, FRKN-MC-25-1775",PetSmart Adoption Event,1,2025-07-19,2025-08-03,15,Weekend Event
LDDC-A-186637,Lobo,Dog,Shepherd,Terrier,Tan,—,Puppy,Transfer In,"LFRS-MD-25-1812, FLRN-A-20266",PetSmart Adoption Event,1,2025-07-26,2025-08-03,8,Weekend Event
LDDC-A-186469,Liam,Dog,Shepherd,Spaniel,White,Brown,Puppy,Transfer In,"LFRS-MD-25-1683, FLRN-A-20261",PetSmart Adoption Event,1,2025-07-12,2025-08-03,22,Weekend Event
LDDC-A-186123,Milkduds,Dog,Retriever,"Retriever, Labrador",Brown,—,Puppy,Transfer In,"FLRN-A-19840, DARL-FD-25-1277",PetSmart Adoption Event,1,2025-05-31,2025-08-03,64,Weekend Event
LDDC-A-185152,Logan,Dog,Shepherd,"Retriever, Labrador",Black,Brown,Adult Dog,Transfer In,"COLA-MD-25-0347, FLRN-A-17830",PetSmart Adoption Event,1,2025-02-15,2025-08-03,169,Weekend Event
LDDC-A-186152,Anakin,Cat,Siamese,Domestic Shorthair,Chocolate,—,Adult Cat,Transfer In,"12800, PPCA-A-60500, FRKN-MC-25-1300",Meo Maison Cat Cafe Adoption,1,2025-05-31,2025-08-05,66,Cat Café
LDDC-A-186603,Jingle,Cat,Domestic Shorthair,—,Black,—,Adult Cat,Transfer In,"FRCO-A-4279, PPCA-A-10308, FRKN-MC-25-1771",PetSmart In-Store Cat Adoption,1,2025-07-19,2025-08-05,17,PetSmart
LDDC-A-186262,Tara Reed,Dog,"Cattle Dog, Australian (Red Heeler)",Shepherd,Tan,—,Puppy,Transfer In,"MCSC-A-14610, MCAS-FD-25-1415, FLRN-A-19961",Adoption from Foster,1,2025-06-13,2025-08-06,54,From Foster
LDDC-A-186685,Jethro ,Dog,Dachshund,"Retriever, Black Labrador",Black,White,Puppy,Transfer In,"25-5771, FLRN-A-21035, DARL-MD-25-1860",Picked Up from SC Campus,1,2025-08-07,2025-08-07,0,Other / Unknown
LDDC-A-185759,Josiah,Dog,"Retriever, Labrador",Shepherd,Black,White,Puppy,Transfer In,"FLRN-MD-25-0948, FLRN-A-19295",Off Transport Adoption (OTA),1,2025-08-07,2025-08-07,0,Off Transport
LDDC-A-186257,Sunshine,Dog,Terrier,"Retriever, Labrador",Brown,White,Adult Dog,Adoption Return,"2025-0067, DARL-FD-25-1515, FLRN-A-19372",Adoption from Foster,2,2025-07-31,2025-08-08,8,From Foster
LDDC-A-186679,Dylan,Dog,Shepherd,"Terrier, Wirehaired",Tan,Black,Puppy,Transfer In,"LSPR-A-17498, LFRS-MD-25-1856",Adoption from Foster,1,2025-07-31,2025-08-08,8,From Foster
LDDC-A-186716,Arlo,Dog,Shih Tzu,—,Grey,White,Adult Dog,Transfer In,"FLRN-MD-25-1889, FLRN-A-21049",Off Transport Adoption (OTA),1,2025-08-09,2025-08-09,0,Off Transport
LDDC-A-186521,Sawyer,Cat,Domestic Shorthair,—,Black,White,Kitten,Transfer In,"0665, DARL-MC-25-1647, FLRN-A-19525",Meo Maison Cat Cafe Adoption,1,2025-07-12,2025-08-09,28,Cat Café
LDDC-A-186650,Delilah,Cat,Domestic Medium Hair,—,Grey,—,Kitten,Transfer In,"MCSC-A-14636, MCAS-FC-25-1845, FLRN-A-20027",Meo Maison Cat Cafe Adoption,1,2025-07-26,2025-08-09,14,Cat Café
LDDC-A-186739,Khloe ,Dog,Shih Tzu,—,Grey,White,Adult Dog,Transfer In,"MCSC-A-14920, MCAS-FD-25-1906, FLRN-A-21042",Off Transport Adoption (OTA),1,2025-08-09,2025-08-09,0,Off Transport
LDDC-A-186733,Janet,Dog,Chihuahua,Terrier,Black,White,Puppy,Transfer In,"2025-1180, DARL-FD-25-1870, FLRN-A-21021",Off Transport Adoption (OTA),1,2025-08-09,2025-08-09,0,Off Transport
LDDC-A-186579,Peanut Brittle,Dog,Chihuahua,—,Black,Brown,Adult Dog,Transfer In,"PVAS-A-231436, PVAS-A-231436, FLRN-A-20807, PVAS-MD-25-1913",Off Transport Adoption (OTA),1,2025-08-09,2025-08-09,0,Off Transport
LDDC-A-186753,RD,Dog,"Retriever, Black Labrador",Pointer,Black,—,Puppy,Transfer In,"FAHS25187, FAHS-MD-25-1874, FLRN-A-21016",Off Transport Adoption (OTA),1,2025-08-09,2025-08-09,0,Off Transport
LDDC-A-186715,Bear,Dog,Shih Tzu,Poodle,Grey,White,Adult Dog,Transfer In,"FLRN-MD-25-1864, FLRN-A-21047",Off Transport Adoption (OTA),1,2025-08-09,2025-08-09,0,Off Transport
LDDC-A-186336,Carrot,Dog,"Terrier, Wheaten",Mix,Tan,White,Adult Dog,Transfer In,"., HCAC-FD-25-1533, FLRN-A-19251",Off Transport Adoption (OTA),2,2025-08-09,2025-08-09,0,Off Transport
LDDC-A-186740,Hershey,Dog,Shih Tzu,—,Grey,White,Adult Dog,Transfer In,"FLRN-MD-25-1867, FLRN-A-21048",Off Transport Adoption (OTA),1,2025-08-09,2025-08-09,0,Off Transport
LDDC-A-186153,Jojo,Cat,Domestic Shorthair,—,Brown,—,Adult Cat,Transfer In,"12897, PPCA-A-60501, FRKN-MC-25-1303",Meo Maison Cat Cafe Adoption,1,2025-05-31,2025-08-09,70,Cat Café
LDDC-A-185385,Frida,Cat,Domestic Shorthair,—,White,—,Adult Cat,Transfer In,"FLRN-A-18955, FLRN-FC-25-0645",Meo Maison Cat Cafe Adoption,1,2025-03-15,2025-08-09,147,Cat Café
LDDC-A-186458,Karoll,Dog,"Retriever, Labrador",Poodle,Chocolate,White,Puppy,Transfer In,"FLRN-FD-25-1661, FLRN-A-20171",Petco Adoption Event,1,2025-07-12,2025-08-09,28,Weekend Event
LDDC-A-186719,Dixieland ,Dog,Shepherd,Coonhound,Black,Tan,Adult Dog,Transfer In,"2025-1027, DARL-FD-25-1865, FLRN-A-20712",Off Transport Adoption (OTA),1,2025-08-09,2025-08-09,0,Off Transport
LDDC-A-186714,AJ,Dog,Shih Tzu,—,Grey,White,Adult Dog,Transfer In,"FLRN-MD-25-1886, FLRN-A-21046",Off Transport Adoption (OTA),1,2025-08-09,2025-08-09,0,Off Transport
LDDC-A-185775,Olive Oil,Dog,Terrier,"Retriever, Labrador",Black,White,Adult Dog,Adoption Return,"DARL-FD-25-0993, FLRN-A-18209",PetSmart Adoption Event,2,2025-06-22,2025-08-09,48,Weekend Event
LDDC-A-186242,Kelsie,Dog,Boxer,Hound,White,Brown,Adult Dog,Adoption Return,"FAHS-FD-25-1492, FLRN-A-19911",Petco Adoption Event,2,2025-08-03,2025-08-09,6,Weekend Event
LDDC-A-186465,Komet,Dog,"Retriever, Labrador",Poodle,Brown,White,Puppy,Transfer In,"FLRN-MD-25-1669, FLRN-A-20172",Petco Adoption Event,1,2025-07-12,2025-08-09,28,Weekend Event
LDDC-A-186206,Senorita Tiffany,Cat,Domestic Shorthair,Mix,Black,—,Kitten,Transfer In,"LSPR-A-17543, LFRS-FC-25-1478, FLRN-A-21072",Adoption from Foster,1,2025-08-07,2025-08-09,2,From Foster
LDDC-A-186207,Senorita Cherry,Cat,Domestic Shorthair,Mix,Grey,—,Kitten,Transfer In,"LSPR-A-17544, LFRS-FC-25-1475, FLRN-A-21071",Adoption from Foster,1,2025-08-07,2025-08-09,2,From Foster
LDDC-A-186536,Dax,Dog,Shepherd,"Terrier, Wirehaired",Black,Tan,Puppy,Transfer In,"LSPR-A-17499, LFRS-MD-25-1722",Petco Adoption Event,1,2025-07-19,2025-08-09,21,Weekend Event
LDDC-A-186466,Kisses,Dog,"Retriever, Labrador",Poodle,Black,White,Puppy,Transfer In,"FLRN-FD-25-1666, FLRN-A-20174",Petco Adoption Event,1,2025-07-12,2025-08-09,28,Weekend Event
LDDC-A-186462,Ketty,Dog,"Retriever, Labrador",Poodle,Chocolate,White,Puppy,Transfer In,"FLRN-FD-25-1664, FLRN-A-20179",Petco Adoption Event,1,2025-07-12,2025-08-09,28,Weekend Event
LDDC-A-186061,Sophia,Cat,Domestic Shorthair,—,Black,White,Adult Cat,Transfer In,"25-0679, FLRN-A-19562, DARL-FC-25-1283",Meo Maison Cat Cafe Adoption,1,2025-05-31,2025-08-09,70,Cat Café
LDDC-A-186662,Manley,Cat,Domestic Shorthair,—,Black,—,Kitten,Transfer In,"FLRN-MC-25-1806, FLRN-A-20112",Adoption from Foster,1,2025-07-26,2025-08-10,15,From Foster
LDDC-A-186216,Dante,Dog,"Poodle, Standard",—,White,—,Adult Dog,Adoption Return,"LSPR-A-17583, LFRS-MD-25-1428",Adoption from Foster,2,2025-06-29,2025-08-10,42,From Foster
LDDC-A-185694,Sister Schubert,Cat,Domestic Shorthair,—,Calico,—,Adult Cat,Transfer In,"A0057735014, PPCA-A-60098, FRKN-FC-25-0867",Meo Maison Cat Cafe Adoption,1,2025-04-12,2025-08-10,120,Cat Café
LDDC-A-186545,Jarvis,Cat,American Shorthair,—,Cream,—,Kitten,Transfer In,"LSPR-A-17623, LFRS-MC-25-1753, LFRS-MC-25-1753, FLRN-A-21074",PetSmart Adoption Event,1,2025-08-07,2025-08-10,3,Weekend Event
LDDC-A-186735,Grog ,Dog,"Bulldog, French",Chihuahua,Brindle,—,Senior Dog,Transfer In,"25, FLRN-A-21024, DARL-MD-25-1866",PetSmart Adoption Event,1,2025-08-09,2025-08-10,1,Weekend Event
LDDC-A-186683,Beba,Dog,"Terrier, Fox",Mix,Tan,—,Adult Dog,Transfer In,"LSPR-A-17651, LFRS-FD-25-1854",PetSmart Adoption Event,1,2025-07-31,2025-08-10,10,Weekend Event
LDDC-A-186585,Dr. Pepper,Dog,Shepherd,Mixed Breed (Medium),Black,Brown,Adult Dog,Transfer In,"PVAS-A-231739, PVAS-A-231739, PVAS-FD-25-1817, FLRN-A-20813",PetSmart Adoption Event,1,2025-07-26,2025-08-10,15,Weekend Event
LDDC-A-186473,Lilac,Dog,Shepherd,Queensland Heeler,Tan,White,Puppy,Transfer In,"LFRS-FD-25-1684, FLRN-A-20269",PetSmart Adoption Event,1,2025-07-12,2025-08-10,29,Weekend Event
LDDC-A-186708,Alonzo,Dog,"Retriever, Labrador",Terrier,Black,White,Puppy,Transfer In,"2025-1077, FLRN-A-21028, DARL-MD-25-1887",PetSmart Adoption Event,1,2025-08-09,2025-08-10,1,Weekend Event
LDDC-A-186092,Stinkerbell,Cat,Domestic Shorthair,—,Black,White,Adult Cat,Transfer In,"FLRN-A-19942, DARL-FC-25-1284",PetSmart Adoption Event,1,2025-05-31,2025-08-10,71,Weekend Event
LDDC-A-186698,Bettie,Cat,Domestic Shorthair,—,Brown,White,Kitten,Transfer In,"FLRN-A-21037, FAHS-FC-25-1918",PetSmart Adoption Event,1,2025-08-09,2025-08-10,1,Weekend Event
LDDC-A-186460,Kido,Dog,"Retriever, Labrador",Poodle,Brown,White,Puppy,Transfer In,"FLRN-MD-25-1665, FLRN-A-20175",PetSmart Adoption Event,1,2025-07-12,2025-08-10,29,Weekend Event
LDDC-A-186711,Amy,Dog,Chihuahua,Mix,White,Brown,Adult Dog,Transfer In,"FLRN-A-21032, DARL-FD-25-1861",PetSmart Adoption Event,1,2025-08-09,2025-08-10,1,Weekend Event
LDDC-A-186289,Due North,Cat,Domestic Shorthair,—,Black,White,Kitten,Transfer In,"FAHS-MC-25-1444, FLRN-A-20004",PetSmart Adoption Event,1,2025-06-13,2025-08-10,58,Weekend Event
LDDC-A-186290,Due Compass,Cat,Domestic Shorthair,—,Grey,—,Kitten,Transfer In,"FAHS-MC-25-1442, FLRN-A-20005",PetSmart Adoption Event,1,2025-06-13,2025-08-10,58,Weekend Event
LDDC-A-186757,Timber,Dog,"Retriever, Labrador",Mixed Breed (Large),Chocolate,—,Adult Dog,Transfer In,"FLRN-A-20166, DARL-FD-25-1876",PetSmart Adoption Event,1,2025-08-09,2025-08-10,1,Weekend Event
LDDC-A-186700,Ringo,Cat,Domestic Shorthair,—,Orange,—,Kitten,Transfer In,"FLRN-A-21063, FLRN-MC-25-1922",PetSmart Adoption Event,1,2025-08-09,2025-08-10,1,Weekend Event
LDDC-A-186571,Mini Mason,Dog,"Retriever, Labrador",Shepherd,White,—,Puppy,Transfer In,"PVAS-A-229246, PVAS-A-229246, FLRN-A-20799, PVAS-MD-25-1828",PetSmart Adoption Event,1,2025-07-26,2025-08-10,15,Weekend Event
LDDC-A-186681,Lukas,Dog,Papillon,Mix,Tan,—,Adult Dog,Transfer In,"LSPR-A-17592, LFRS-MD-25-1857",PetSmart Adoption Event,1,2025-07-31,2025-08-10,10,Weekend Event
LDDC-A-186751,Lisa ,Dog,Shepherd,Retriever,Brindle,White,Puppy,Transfer In,"2025-1154, FLRN-A-20713, DARL-FD-25-1872",PetSmart Adoption Event,1,2025-08-09,2025-08-10,1,Weekend Event
LDDC-A-186707,Asphalt,Dog,Chihuahua,—,Black,—,Adult Dog,Transfer In,"FLRN-A-21027, FLRN-MD-25-1862",PetSmart Adoption Event,1,2025-08-09,2025-08-10,1,Weekend Event
LDDC-A-186689,Cyborg,Cat,Domestic Shorthair,—,Tan,—,Kitten,Transfer In,"MCSC-A-14631, FLRN-A-20023, MCAS-MC-25-1934",PetSmart Adoption Event,1,2025-08-09,2025-08-10,1,Weekend Event
LDDC-A-186690,Champ,Cat,Domestic Shorthair,—,Black,White,Kitten,Transfer In,"MCSC-A-14632, FLRN-A-20024, MCAS-MC-25-1933",PetSmart Adoption Event,1,2025-08-09,2025-08-10,1,Weekend Event
LDDC-A-186736,Joanne,Dog,"Retriever, Flat-Coated",Beagle,Black,—,Adult Dog,Transfer In,"2025-1183, FLRN-A-21025, DARL-FD-25-1871",PetSmart Adoption Event,1,2025-08-09,2025-08-10,1,Weekend Event
LDDC-A-186133,Zuri,Dog,Shepherd,Cattle Dog,Tan,Black,Adult Dog,Transfer In,"2025-0279, FLRN-A-19461, DARL-FD-25-1327",PetSmart Adoption Event,1,2025-05-31,2025-08-10,71,Weekend Event
LDDC-A-186722,Dumplin ,Dog,Chihuahua,Mix,Brown,—,Adult Dog,Transfer In,"250347, FLRN-A-21056, FAHS-FD-25-1925",PetSmart Adoption Event,1,2025-08-09,2025-08-10,1,Weekend Event
LDDC-A-186039,Aussie,Cat,Domestic Shorthair,—,Grey,—,Kitten,Transfer In,"MCSC-A-14532, MCAS-FC-25-1250, FLRN-A-19717",PetSmart Adoption Event,1,2025-08-09,2025-08-10,1,Weekend Event
LDDC-A-186706,Bennie,Dog,"Retriever, Yellow Labrador",Retriever,Yellow,White,Adult Dog,Transfer In,"2025-1028, FLRN-A-20710, DARL-MD-25-1891",PetSmart Adoption Event,1,2025-08-09,2025-08-10,1,Weekend Event
LDDC-A-186664,Mulligan,Cat,Domestic Shorthair,—,Black,White,Kitten,Transfer In,"FLRN-MC-25-1808, FLRN-A-20114",PetSmart Adoption Event,1,2025-07-26,2025-08-10,15,Weekend Event
LDDC-A-186686,Fluffy,Cat,Domestic Longhair,—,Brown,—,Adult Cat,Transfer In,"FLRN-A-21059, FLRN-FC-25-1882",PetSmart Adoption Event,1,2025-08-07,2025-08-10,3,Weekend Event
LDDC-A-186704,Zella,Cat,Domestic Shorthair,—,Grey,—,Kitten,Transfer In,"FLRN-A-21082, FLRN-FC-25-1946",PetSmart Adoption Event,1,2025-08-09,2025-08-10,1,Weekend Event
LDDC-A-186718,Bug,Dog,"Griffon, Brussels",Terrier,Black,White,Adult Dog,Transfer In,"FLRN-A-21088, FLRN-FD-25-1892",PetSmart Adoption Event,1,2025-08-09,2025-08-10,1,Weekend Event
LDDC-A-186572,Mini Marty,Dog,"Retriever, Labrador",Shepherd,White,—,Puppy,Transfer In,"PVAS-A-229247, PVAS-A-229247, FLRN-A-20800, PVAS-MD-25-1827",PetSmart Adoption Event,1,2025-07-26,2025-08-10,15,Weekend Event
LDDC-A-186741,Harper ,Dog,"Retriever, Black Labrador",Mix,Black,—,Puppy,Transfer In,"AC25132, FLRN-A-21053, FAHS-FD-25-1901",PetSmart Adoption Event,1,2025-08-09,2025-08-10,1,Weekend Event
LDDC-A-186738,Gemmie,Dog,Shepherd,"Retriever, Labrador",Wheaten,—,Adult Dog,Transfer In,"MCSC-A-14899, FLRN-A-21040, MCAS-FD-25-1899",PetSmart Adoption Event,1,2025-08-09,2025-08-10,1,Weekend Event
LDDC-A-186724,Edward,Dog,"Cattle Dog, Australian (Blue Heeler)",—,Black,Tan,Puppy,Transfer In,"FLRN-A-20747, FLRN-MD-25-1927",PetSmart Adoption Event,1,2025-08-09,2025-08-10,1,Weekend Event
LDDC-A-186029,Marty,Dog,"Retriever, Labrador",Terrier,Brown,White,Puppy,Transfer In,"MCSC-A-14521, MCAS-MD-25-1170, FLRN-A-19755",PetSmart Adoption Event,1,2025-05-23,2025-08-10,79,Weekend Event
LDDC-A-186762,Willy ,Dog,"Terrier, Jack Russell","Corgi, Pembroke Welsh",Black,Tan,Adult Dog,Transfer In,"FLRN-A-21031, FLRN-MD-25-1878",PetSmart Adoption Event,1,2025-08-09,2025-08-10,1,Weekend Event
LDDC-A-186752,Moo,Dog,Shepherd,Boxer,Brown,—,Adult Dog,Transfer In,"MCSC-A-14847, FLRN-A-20793, MCAS-MD-25-1912",PetSmart Adoption Event,1,2025-08-09,2025-08-10,1,Weekend Event
LDDC-A-186548,Amarelo,Cat,Domestic Shorthair,—,Yellow,—,Adult Cat,Transfer In,"LSPR-A-17633, LFRS-MC-25-1752, LFRS-MC-25-1752",Meo Maison Cat Cafe Adoption,1,2025-07-19,2025-08-12,24,Cat Café
LDDC-A-186570,Mini Midas,Dog,"Retriever, Labrador",Shepherd,White,—,Puppy,Transfer In,"PVAS-A-229244, PVAS-A-229244, FLRN-A-20798, PVAS-MD-25-1829",Adoption from Foster,1,2025-07-26,2025-08-13,18,From Foster
LDDC-A-185732,Diedra,Cat,Domestic Shorthair,Domestic Shorthair,Black,—,Adult Cat,Transfer In,"MCSC-A-14422, MCAS-FC-25-1009, FLRN-A-19395",Foster Adopted,1,2025-04-27,2025-08-13,108,From Foster
LDDC-A-4522,Madias,Cat,Domestic Longhair,—,Black,—,Adult Cat,Transfer In,"66939, FLRN-FC-24-1713, FLRN-A-7336",Adoption from Foster,1,2024-08-10,2025-08-13,368,From Foster
LDDC-A-186665,Scootaloo,Cat,Domestic Shorthair,—,Grey,—,Kitten,Transfer In,"DARL-FC-25-1837, FLRN-A-20682",Foster Adopted,1,2025-07-26,2025-08-14,19,From Foster
LDDC-A-186760,Starfish ,Dog,"Pyrenees, Great",Shepherd,Tan,White,Adult Dog,Transfer In,"A0058854252, FLRN-A-20883, HCAC-FD-25-1943",Adoption from Foster,1,2025-08-09,2025-08-15,6,From Foster
LDDC-A-185269,Goody,Cat,Domestic Medium Hair,—,Black,—,Adult Cat,Transfer In,"MCSC-A-14119, MCAS-FC-25-0552, FLRN-A-18180",Meo Maison Cat Cafe Adoption,1,2025-03-01,2025-08-15,167,Cat Café
LDDC-A-186019,Rain,Cat,Domestic Shorthair,—,Calico,Black,Adult Cat,Transfer In,PVAS-A-164579,Adoption from Foster,1,2025-05-17,2025-08-15,90,From Foster
LDDC-A-186772,Charlee,Cat,Domestic Longhair,—,Brown,White,Kitten,Transfer In,HERT-FC-25-1968,Off Transport Adoption (OTA),1,2025-08-16,2025-08-16,0,Off Transport
LDDC-A-186778,Garrett,Cat,Domestic Shorthair,—,White,—,Kitten,Transfer In,HERT-MC-25-1972,Off Transport Adoption (OTA),1,2025-08-16,2025-08-16,0,Off Transport
LDDC-A-186779,Gulliver,Cat,Domestic Shorthair,—,Orange,White,Kitten,Transfer In,HERT-MC-25-1973,Off Transport Adoption (OTA),1,2025-08-16,2025-08-16,0,Off Transport
LDDC-A-186775,Dottie,Cat,Domestic Longhair,—,Brown,—,Kitten,Transfer In,HERT-FC-25-1971,Off Transport Adoption (OTA),1,2025-08-16,2025-08-16,0,Off Transport
LDDC-A-185372,Phoenix,Cat,Domestic Shorthair,—,Torbie,Ebony,Adult Cat,Transfer In,"PVAS-A-226873, PVAS-FC-25-0605, PVAS-FC-25-0605",Meo Maison Cat Cafe Adoption,1,2025-03-15,2025-08-16,154,Cat Café
LDDC-A-186827,Finch,Dog,Collie,"Retriever, Golden",Golden,—,Adult Dog,Transfer In,"A0058910682, PPCA-A-60820, FRKN-FD-25-1949",Off Transport Adoption (OTA),1,2025-08-16,2025-08-16,0,Off Transport
LDDC-A-2150,Trinity,Dog,"Cattle Dog, Australian (Blue Heeler)",Mix,Blue,White,Adult Dog,Adoption Return,"93898, FLRN-FD-23-2426, FLRN-A-5090",Adoption from Foster,3,2025-01-05,2025-08-16,223,From Foster
LDDC-A-186587,Ezra,Dog,Catahoula Leopard Dog,Terrier,Brown,Black,Puppy,Transfer In,"PVAS-A-231772, PVAS-A-231772, FLRN-A-20815, PVAS-MD-25-1898",Adoption from Foster,1,2025-08-09,2025-08-16,7,From Foster
LDDC-A-186470,Lorenzo,Dog,Shepherd,Terrier,Brindle,White,Puppy,Transfer In,"LFRS-MD-25-1687, FLRN-A-20264",Other Adoption Event,1,2025-07-12,2025-08-16,35,Weekend Event
LDDC-A-186745,Rooster,Dog,"Terrier, Wirehaired",Pointer,Black,White,Adult Dog,Transfer In,"MCSC-A-14310, FLRN-A-19500, MCAS-MD-25-1942",Other Adoption Event,1,2025-08-09,2025-08-16,7,Weekend Event
LDDC-A-186476,Leonardo,Dog,Shepherd,Queensland Heeler,White,Tan,Puppy,Transfer In,"LFRS-MD-25-1680, FLRN-A-20272",Other Adoption Event,1,2025-07-12,2025-08-16,35,Weekend Event
LDDC-A-186320,Scout,Cat,Domestic Shorthair,—,Black,White,Adult Cat,Transfer In,"FLRN-MC-25-1460, FLRN-A-19986",Meo Maison Cat Cafe Adoption,1,2025-06-13,2025-08-16,64,Cat Café
LDDC-A-186737,Gretchen,Dog,"Retriever, Yellow Labrador",Shepherd,Blond,—,Adult Dog,Transfer In,"MCSC-A-14897, FLRN-A-21039, MCAS-FD-25-1900",Adoption from Foster,1,2025-08-09,2025-08-17,8,From Foster
LDDC-A-185692,Sean,Cat,Domestic Shorthair,—,Grey,White,Adult Cat,Transfer In,"A0057893840, PPCA-A-60072, FRKN-MC-25-0866",Meo Maison Cat Cafe Adoption,1,2025-04-12,2025-08-17,127,Cat Café
LDDC-A-186699,Butter,Cat,Domestic Shorthair,—,Orange,—,Kitten,Transfer In,"FLRN-A-21045, FLRN-MC-25-1932",PetSmart Adoption Event,1,2025-08-09,2025-08-17,8,Weekend Event
LDDC-A-186634,Lucy,Dog,"Retriever, Labrador",Poodle,Black,White,Adult Dog,Transfer In,"FLRN-FD-25-1767, FLRN-A-19950",PetSmart Adoption Event,1,2025-07-26,2025-08-17,22,Weekend Event
LDDC-A-186819,Chubaka,Dog,Chihuahua,Mix,Tan,—,Puppy,Transfer In,"LSPR-A-17638, LFRS-MD-25-1950",PetSmart Adoption Event,1,2025-08-16,2025-08-17,1,Weekend Event
LDDC-A-186734,Jackson,Dog,Chihuahua,Terrier,Black,White,Puppy,Transfer In,"2025-1181, FLRN-A-21022, DARL-MD-25-1869",PetSmart Adoption Event,1,2025-08-09,2025-08-17,8,Weekend Event
LDDC-A-186771,Carter,Cat,Domestic Longhair,—,Black,White,Kitten,Transfer In,HERT-MC-25-1967,PetSmart Adoption Event,1,2025-08-16,2025-08-17,1,Weekend Event
LDDC-A-186774,Dart,Cat,Domestic Longhair,—,Brown,—,Kitten,Transfer In,HERT-MC-25-1970,PetSmart Adoption Event,1,2025-08-16,2025-08-17,1,Weekend Event
LDDC-A-186459,Kenobi,Dog,"Retriever, Labrador",Poodle,Black,White,Puppy,Transfer In,"FLRN-MD-25-1663, FLRN-A-20173",PetSmart Adoption Event,1,2025-07-12,2025-08-17,36,Weekend Event
LDDC-A-186766,Frito,Dog,"Terrier, Wirehaired",Shepherd,Tan,—,Adult Dog,Transfer In,"PPCA-A-60852, FRKN-MD-25-1879",PetSmart Adoption Event,1,2025-08-09,2025-08-17,8,Weekend Event
LDDC-A-186818,Cookies n Cream,Dog,Chihuahua,Mix,White,—,Puppy,Transfer In,"LSPR-A-17636, LFRS-FD-25-1951",PetSmart Adoption Event,1,2025-08-16,2025-08-17,1,Weekend Event
LDDC-A-186741,Harper ,Dog,"Retriever, Black Labrador",Mix,Black,—,Puppy,Adoption Return,"AC25132, FLRN-A-21053, FAHS-FD-25-1901",PetSmart Adoption Event,2,2025-08-17,2025-08-17,0,Weekend Event
LDDC-A-186821,Jade,Dog,Dachshund,Spaniel,Tan,—,Puppy,Transfer In,"LSPR-A-17654, LFRS-FD-25-1952",PetSmart Adoption Event,1,2025-08-16,2025-08-17,1,Weekend Event
LDDC-A-186568,Little Marce,Cat,Domestic Shorthair,—,Black,—,Kitten,Transfer In,"LSPR-A-17586, LFRS-FC-25-1757, LFRS-FC-25-1757, FLRN-A-21070",PetSmart Adoption Event,1,2025-08-07,2025-08-17,10,Weekend Event
LDDC-A-186374,Daffodil,Cat,Domestic Shorthair,—,Grey,White,Kitten,Adoption Return,"FAHS-FC-25-1591, FLRN-A-20115",PetSmart Adoption Event,2,2025-08-17,2025-08-17,0,Weekend Event
LDDC-A-186424,Pretty Petunia,Cat,Domestic Shorthair,Mix,Calico,—,Kitten,Transfer In,"LSPR-A-17573, LFRS-FC-25-1575",PetSmart Adoption Event,1,2025-06-28,2025-08-17,50,Weekend Event
LDDC-A-186776,Yaffa,Cat,Domestic Shorthair,—,Cream,Black,Kitten,Transfer In,HERT-FC-25-1983,PetSmart Adoption Event,1,2025-08-16,2025-08-17,1,Weekend Event
LDDC-A-186777,Yates,Cat,Domestic Shorthair,—,Black,White,Kitten,Transfer In,HERT-MC-25-1984,PetSmart Adoption Event,1,2025-08-16,2025-08-17,1,Weekend Event
LDDC-A-186826,Peach,Dog,Chihuahua,Dachshund,Chocolate,—,Adult Dog,Transfer In,"LSPR-A-17663, LFRS-FD-25-1962",PetSmart Adoption Event,1,2025-08-16,2025-08-17,1,Weekend Event
LDDC-A-185349,Henrietta,Cat,Domestic Shorthair,—,Brown,—,Adult Cat,Transfer In,HERT-FC-25-0577,PetSmart Adoption Event,1,2025-03-08,2025-08-17,162,Weekend Event
LDDC-A-186749,Maeve,Dog,"Terrier, Rat",Terrier,Black,White,Puppy,Transfer In,"FLRN-A-20561, DARL-FD-25-1908",PetSmart Adoption Event,1,2025-08-09,2025-08-17,8,Weekend Event
LDDC-A-186674,Tooth Fairy,Cat,Domestic Shorthair,—,Black,—,Kitten,Transfer In,"FLRN-MC-25-1847, FLRN-A-20539",PetSmart Adoption Event,1,2025-07-26,2025-08-17,22,Weekend Event
LDDC-A-186590,Earlene,Dog,"Retriever, Labrador",Terrier,Tan,—,Puppy,Transfer In,"PVAS-A-231775, PVAS-A-231775, FLRN-A-20818, PVAS-FD-25-1894",PetSmart Adoption Event,1,2025-08-09,2025-08-17,8,Weekend Event
LDDC-A-186201,Dana,Dog,Terrier,Mix,Beige,—,Adult Dog,Transfer In,"LSPR-A-17443, LFRS-FD-25-1427",PetSmart Adoption Event,1,2025-06-14,2025-08-17,64,Weekend Event
LDDC-A-186822,Juno,Dog,Dachshund,Spaniel,Tan,—,Puppy,Transfer In,"LSPR-A-17656, LFRS-MD-25-1956",PetSmart Adoption Event,1,2025-08-16,2025-08-17,1,Weekend Event
